pathway_id	pathway_name	genes
452723	Transcriptional regulation of pluripotent stem cells	CDX2,DKK1,DPPA4,EOMES,EPAS1 (HIF2A),EPHA1,FGF2,FOXD3,FOXP1,GATA6,GSC,HHEX,HIF3A,KLF4,LIN28A,NANOG,NR5A1,NR6A1,PBX1,POU5F1 (OCT4),PRDM14,SALL1,SALL4,SMAD2,SMAD4,SOX2,STAT3,TDGF1,TSC22D1,ZIC3,ZSCAN10
4615885	SUMOylation of DNA replication proteins	AAAS,AURKA,AURKB,BIRC5,CDCA8,INCENP,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PCNA,PIAS3,PIAS4,POM121,POM121C,RAE1,RANBP2,RANGAP1,SEC13,SEH1L,SUMO1,SUMO2,SUMO3,TOP1,TOP2A,TOP2B,TPR,UBE2I
195253	Degradation of beta-catenin by the destruction complex	ADRM1,AMER1,APC,AXIN1,AXIN2,BTRC,CSNK1A1,CTBP1,CTBP2,CTNNB1,CUL1,FRAT1,FRAT2,GSK3B,HDAC1,LEF1,MYC,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,SKP1,TCF7,TCF7L1,TCF7L2,TLE1,TLE2,TLE3,TLE4,TLE5,UBA52,UBB,UBC,ZRANB1
8877330	RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	CBFB,CR1,CTLA4,FOXP3,IFNG,IL2,IL2RA,NFATC2,RUNX1,TNFRSF18
9854311	Maturation of TCA enzymes and regulation of TCA cycle	ACAT1,ACO2,CS,CSKMT,FXN,IDH2,ISCA1,ISCA2,ISCU,LYRM4,NFS1,SDHA,SDHAF1,SDHAF2,SDHAF3,SDHAF4,SDHB,SDHC,SDHD,SIRT3
71403	Citric acid cycle (TCA cycle)	ACAT1,ACO2,CS,CSKMT,DLD,DLST,FH,FXN,IDH2,IDH3A,IDH3B,IDH3G,ISCA1,ISCA2,ISCU,LYRM4,MDH2,MRPS36,NFS1,NNT,OGDH,SDHA,SDHAF1,SDHAF2,SDHAF3,SDHAF4,SDHB,SDHC,SDHD,SIRT3,SUCLA2,SUCLG1,SUCLG2,TRAP1
72613	Eukaryotic Translation Initiation	EIF1AX,EIF2B1,EIF2B2,EIF2B3,EIF2B4,EIF2B5,EIF2S1,EIF2S2,EIF2S3,EIF3A,EIF3B,EIF3C,EIF3D,EIF3E,EIF3F,EIF3G,EIF3H,EIF3I,EIF3J,EIF3K,EIF3L,EIF3M,EIF4A1,EIF4A2,EIF4B,EIF4E,EIF4EBP1,EIF4G1,EIF4H,EIF5,EIF5B,FAU,PABPC1,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,UBA52
73942	DNA Damage Reversal	ALKBH2,ALKBH3,ALKBH5,ASCC1,ASCC2,ASCC3,FTO,MGMT
211000	Gene Silencing by RNA	AAAS,AGO1,AGO2,AGO3,AGO4,ANG,ASZ1,BCDIN3D,DDX4,DGCR8,DICER1,DROSHA,ELAC2,FKBP6,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HENMT1,HIST1H3G,HSP90AA1,IPO8,MAEL,MOV10L1,MYBL1,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PIWIL1,PIWIL2,PIWIL4,PLD6,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,POM121,POM121C,PRKRA,RAE1,RAN,RANBP2,SEC13,SEH1L,TARBP2,TDRD1,TDRD12,TDRD6,TDRD9,TDRKH,TNRC6A,TNRC6B,TNRC6C,TPR,TSN,TSNAX,XPO5
399721	Glutamate binding, activation of AMPA receptors and synaptic plasticity	AKAP5,AP2A1,AP2A2,AP2B1,AP2M1,AP2S1,CACNG2,CACNG3,CACNG4,CACNG8,CAMK2A,CAMK2B,CAMK2D,CAMK2G,DLG1,DLG4,EPB41L1,GRIA1,GRIA2,GRIA3,GRIA4,GRIP1,GRIP2,MDM2,MYO6,NSF,PICK1,PRKCA,PRKCB,PRKCG,TSPAN7
1234174	Cellular response to hypoxia	ADRM1,AJUBA,ARNT,CA9,CITED2,CREBBP,CUL2,EGLN1,EGLN2,EGLN3,ELOB,ELOC,EP300,EPAS1 (HIF2A),EPO,HIF1A,HIF1AN,HIF3A,HIGD1A,LIMD1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,VEGFA,VHL,WTIP
5625970	RHO GTPases activate KTN1	CDC42,KIF5A,KIF5B,KLC1,KLC2,KLC3,KLC4,KTN1,RAC1,RHOA,RHOG
9033241	Peroxisomal protein import	ACAA1,ACOT2,ACOT4,ACOT8,ACOX1,ACOX2,ACOX3,AGPS,AGXT,AMACR,BAAT,CAT,CRAT,CROT,DAO,DDO,DECR2,DHRS4,ECH1,ECI2,EHHADH,EPHX2,GNPAT,GSTK1,HACL1,HAO1,HAO2,HMGCL,HSD17B4,IDE,IDH1,LONP2,MLYCD,MPV17,NOS2,NUDT19,NUDT7,PAOX,PECR,PEX1,PEX10,PEX12,PEX13,PEX14,PEX2,PEX26,PEX5,PEX6,PEX7,PHYH,PIPOX,RPS27A,SCP2,SLC27A2,TYSND1,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2D3,USP9X,ZFAND6
202403	TCR signaling	ADRM1,BCL10,BTRC,CARD11,CD101,CD247,CD3D,CD3E,CD3G,CD4,CDC34,CHUK,CSK,CUL1,ENAH,EVL,FBXW11,FYB,GRAP2,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IKBKB,IKBKG,INPP5D,ITK,LAT,LCK,LCP2,MALT1,MAP3K7,NCK1,NFKB1,NFKBIA,PAG1,PAK1,PAK2,PAK3,PDPK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PLCG2,PRKCQ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTPN22,PTPRC,PTPRJ,RELA,RIPK2,RPS27A,SEM1,SKP1,TAB2,TRAC,TRAF6,TRAT1,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2N,UBE2V1,VASP,WAS,ZAP70
448424	Interleukin-17 signaling	8,ATF1,ATF2,BTRC,CHUK,CREB1,CUL1,DUSP3,DUSP4,DUSP6,DUSP7,ELK1,FBXW11,FOS,IKBKB,IKBKG,IL17A,IL17C,IL17F,IL17RA,IL17RB,IL17RC,IL17RE,IL25,IRAK1,IRAK2,JUN,MAP2K1,MAP2K3,MAP2K4,MAP2K6,MAP2K7,MAP3K7,MAP3K8,MAPK1,MAPK10,MAPK11,MAPK14,MAPK3,MAPK7,MAPK8,MAPK9,MAPKAPK2,MAPKAPK3,MEF2A,MEF2C,NFKB1,NOD1,NOD2,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,RIPK2,RPS27A,RPS6KA1,RPS6KA2,RPS6KA3,RPS6KA5,SKP1,TAB1,TAB2,TAB3,TNIP2,TRAF6,UBA52,UBB,UBC,UBE2N,UBE2V1,VRK3
9634815	Transcriptional Regulation by NPAS4	AGO1,AGO2,AGO3,AGO4,ARNT,ARNT2,ARNTL,BDNF,CDK5,CDK5R1,CREBBP,FOS,GEM,INS,IQSEC3,KCNIP3,MAGED1,MAPK1,MAPK3,MDM2,MOV10,NAMPT,NPAS4,NR3C1,PLK2,RBFOX3,REST,RET,SRF,SYT10,TNRC6A,TNRC6B,TNRC6C,XPO1
6783310	Fanconi Anemia Pathway	APITD1,ATR,ATRIP,DCLRE1A,DCLRE1B,EME1,EME2,ERCC1,ERCC4,FAAP100,FAAP20,FAAP24,FAN1,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,MUS81,POLN,RPA1,RPA2,RPA3,RPS27A,SLX1A,SLX4,STRA13,UBA52,UBB,UBC,UBE2T,USP1,WDR48
201556	Signaling by ALK	ALK,CD274,DNMT1,EP300,FAM150A,FAM150B,FRS2,HDAC1,HDAC2,HDAC3,HIF1A,IL2RG,IRS1,JAK3,MDK,MYC,MYCN,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PRDM1,PTN,PTPN6,PTPRZ1,SHC1,SIN3A,SRC,STAT3
982772	Growth hormone receptor signaling	ADAM17,CISH,CSH1,GH1,GH2,GHR,IRS1,IRS2,JAK2,LYN,MAPK1,MAPK3,PRL,PRLR,PTPN1,PTPN6,SH2B1,SOCS1,SOCS2,SOCS3,STAT1,STAT3,STAT5A,STAT5B
201681	TCF dependent signaling in response to WNT	ADRM1,AKT1,AKT2,AMER1,APC,ASH2L,AXIN1,AXIN2,BCL9,BCL9L,BTRC,CAV1,CBY1,CCDC88C,CDC73,CHD8,CREBBP,CSNK1A1,CSNK1E,CSNK1G2,CSNK2A1,CSNK2A2,CSNK2B,CTBP1,CTNNB1,CTNNBIP1,CUL3,CXXC4,DACT1,DKK1,DKK2,DKK4,DVL1,DVL2,DVL3,EP300,FRAT1,FRAT2,FZD1,FZD2,FZD4,FZD5,FZD6,FZD8,GSK3B,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3-4,H3C15,H4C1,HDAC1,HECW1,HIST1H3G,KAT5,KLHL12,KMT2D,KREMEN1,KREMEN2,LEF1,LEO1,LGR4,LGR5,LGR6,LRP5,LRP6,MEN1,MYC,PIP5K1B,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PYGO1,PYGO2,RBBP5,RBX1,RNF146,RNF43,RPS27A,RSPO1,RSPO2,RSPO3,RSPO4,RUNX3,RUVBL1,RYK,SEM1,SFRP1,SFRP2,SMARCA4,SMURF2,SOST,SOX13,SOX17,SOX2,SOX3,SOX4,SOX6,SOX7,SOX9,SRY,TCF4,TCF7,TCF7L1,TCF7L2,TERT,TLE1,TLE2,TLE3,TLE4,TNKS,TNKS2,TRRAP,UBA52,UBB,UBC,USP34,USP8,WIF1,WNT1,WNT3,WNT3A,WNT4,WNT5A,WNT8A,WNT8B,WNT9A,XIAP,XPO1,YWHAZ,ZNRF3
1170546	Prolactin receptor signaling	BTRC,CSH1,CUL1,GH1,GH2,GHR,JAK2,PRL,PRLR,PTPN11,RBX1,SH2B1,SKP1,STAT5A,STAT5B
168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	AAMP,AIM2,APP,BCL2,BCL2L1,BIRC2,BIRC3,CARD9,CASP1,CASP2,CASP4,CASP8,CASP9,CHUK,CYLD,HMOX1,HSP90AB1,IKBKB,IKBKG,IRAK1,IRAK2,ITCH,MAP2K6,MAP3K7,MAPK11,MAPK12,MAPK13,MAPK14,MEFV,N,NFKB1,NFKB2,NLRC4,NLRP1,NLRP3,NOD1,NOD2,P2RX7,PANX1,PSTPIP1,PYCARD,RELA,RIPK2,SUGT1,TAB1,TAB2,TAB3,TNFAIP3,TRAF6,TXN,TXNIP,UBE2N,UBE2V1,fliC,fljB,hly,prgJ
8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	APOE,ATAD2,CDKN1A,CGA,CGB3,CITED1,CITED2,CITED4,CREBBP,DEK,EGFR,EP300,ERBB2,ESR1,HSPD1,KCTD1,KCTD15,KDM5B,KIT,MYBL2,MYC,NOP2,NPM1,PITX2,SUMO1,TFAP2A,TFAP2B,TFAP2C,TFAP2D,TFAP2E,TGFA,UBE2I,VEGFA,WWOX,YEATS4,YY1
3108214	SUMOylation of DNA damage response and repair proteins	AAAS,BLM,BMI1,BRCA1,CBX2,CBX4,CBX8,CDKN2A,CETN2,EID3,HDAC7,HERC2,MDC1,NDC1,NSMCE1,NSMCE2,NSMCE3,NSMCE4A,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PARP1,PCGF2,PHC1,PHC2,PHC3,PIAS1,PIAS2,PIAS4,PML,POM121,POM121C,RAD21,RAD52,RAE1,RANBP2,RING1,RNF168,RNF2,RPA1,SCMH1,SEC13,SEH1L,SMC1A,SMC3,SMC5,SMC6,SP100,STAG1,STAG2,SUMO1,SUMO2,SUMO3,TDG,TPR,UBE2I,WRN,XPC,XRCC4
390918	Peroxisomal lipid metabolism	ABCD1,ACAA1,ACBD4,ACBD5,ACOT4,ACOT8,ACOX1,ACOX2,ACOX3,ACOXL,ALDH3A2,AMACR,CRAT,CROT,DECR2,ECI2,EHHADH,HACL1,HAO2,HSD17B4,MLYCD,NUDT19,NUDT7,PECR,PHYH,SCP2,SLC25A17,SLC27A2
9609736	Assembly and cell surface presentation of NMDA receptors	ACTN2,APBA1,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CASK,DLG1,DLG2,DLG3,DLG4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,KIF17,LIN7A,LIN7B,LIN7C,LRRC7,NBEA,NEFL
9614085	FOXO-mediated transcription	ABCA6,AGRP,AKT1,AKT2,AKT3,ATXN3,BBC3,BCL2L11,BCL6,BTG1,CAT,CAV1,CCNG2,CDKN1A,CDKN1B,CITED2,CREBBP,DDIT3,EP300,FASLG,FBXO32,FOXG1,FOXO1,FOXO3,FOXO4,FOXO6,G6PC,G6PC1,GADD45A,GCK,HDAC1,HDAC2,IGFBP1,INS,KAT2B,KLF4,MSTN,NFYA,NFYB,NFYC,NPY,NR3C1,PCBP4,PCK1,PINK1,PLXNA4,POMC,PPARGC1A,RBL2,RETN,SFN,SIN3A,SIRT1,SIRT3,SMAD2,SMAD3,SMAD4,SOD2,SREBF1,STK11,TRIM63,TXN,TXNIP,YWHAB,YWHAG,YWHAQ,YWHAZ
9821993	Replacement of protamines by nucleosomes in the male pronucleus	H1-8,H2AFX,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H4C1,HIRA,METTL23,NPM2,PRM1,PRM2,SRPK1
70688	Proline catabolism	ALDH4A1,PRODH,PRODH2
8854691	Interleukin-20 family signaling	IFNL1,IFNL2,IFNL3,IFNLR1,IL10RB,IL19,IL20,IL20RA,IL20RB,IL22,IL22RA1,IL22RA2,IL24,IL26,JAK1,JAK2,JAK3,PTPN11,SOCS3,STAT1,STAT2,STAT3,STAT4,STAT5A,STAT5B,TYK2
927802	Nonsense-Mediated Decay (NMD)	CASC3,DCP1A,EIF4A3,EIF4G1,ETF1,FAU,GSPT1,GSPT2,MAGOH,MAGOHB,NCBP1,NCBP2,PABPC1,PNRC2,PPP2CA,PPP2R1A,PPP2R2A,RBM8A,RNPS1,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,SMG1,SMG5,SMG6,SMG7,SMG8,SMG9,UBA52,UPF1,UPF2,UPF3A,UPF3B
70326	Glucose metabolism	AAAS,ADPGK,ALDOA,ALDOB,ALDOC,BPGM,ENO1,ENO2,ENO3,ENO4,FBP1,FBP2,G6PC1,G6PC2,G6PC3,GAPDH,GAPDHS,GCK,GCKR,GNPDA1,GNPDA2,GPI,HK1,HK2,HK3,HKDC1,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PC,PCK1,PCK2,PFKFB1,PFKFB2,PFKFB3,PFKFB4,PFKL,PFKM,PFKP,PGAM1,PGAM2,PGK1,PGK2,PGM2L1,PGP,PKLR,PKM,POM121,POM121C,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5D,PRKACA,PRKACB,PRKACG,RAE1,RANBP2,SEC13,SEH1L,SLC37A1,SLC37A2,SLC37A4,TPI1,TPR
8934593	Regulation of RUNX1 Expression and Activity	AGO1,AGO2,AGO3,AGO4,CBFB,CCND1,CCND2,CCND3,CDK6,MOV10,PML,PTPN11,RUNX1,SRC,TNRC6A,TNRC6B,TNRC6C
5423646	Aflatoxin activation and detoxification	ACY1,ACY3,AKR7A2,AKR7A3,AKR7L,CYP1A2,CYP2A13,CYP3A4,CYP3A5,DPEP1,DPEP2,GGT1,GGT3P,GGT5,GGT6,GGT7,MGST1,MGST2,MGST3
397795	G-protein beta:gamma signalling	AKT1,AKT2,AKT3,ARHGEF6,BTK,CDC42,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,PAK1,PDPK1,PIK3CG,PIK3R5,PIK3R6,PLCB1,PLCB2,PLCB3,RHOA
4551638	SUMOylation of chromatin organization proteins	AAAS,BMI1,CBX2,CBX4,CBX5,CBX8,CHD3,H4C1,HDAC1,HDAC2,HDAC4,L3MBTL2,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,PCGF2,PHC1,PHC2,PHC3,PIAS1,PIAS2,POM121,POM121C,RAE1,RANBP2,RING1,RNF2,SATB1,SATB2,SCMH1,SEC13,SEH1L,SUMO1,SUMO2,SUMO3,SUZ12,TPR,UBE2I,ZBED1
5621481	C-type lectin receptors (CLRs)	ADRM1,AHCYL1,BCL10,BTRC,CALM1,CARD11,CARD9,CASP8,CCL17,CCL22,CD209,CDC34,CHUK,CLEC10A,CLEC4A,CLEC4C,CLEC4D,CLEC4E,CLEC6A,CLEC7A,CREBBP,CUL1,EP300,FBXW11,FCER1G,FYN,HRAS,ICAM2,ICAM3,IKBKB,IKBKG,IL1B,ITPR1,ITPR2,ITPR3,KRAS,LYN,MALT1,MAP3K14,MAP3K7,MUC1,MUC12,MUC13,MUC15,MUC16,MUC17,MUC19,MUC2,MUC20,MUC21,MUC3A,MUC3B,MUC4,MUC5AC,MUC5B,MUC6,MUC7,MUCL1,NFATC1,NFATC2,NFATC3,NFKB1,NFKB2,NFKBIA,NRAS,PAK1,PAK2,PAK3,PDPK1,PLCG2,PPP3CA,PPP3CB,PPP3R1,PRKACA,PRKACB,PRKACG,PRKCD,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PYCARD,RAF1,RELA,RELB,RPS27A,RPS6KA5,SEM1,SKP1,SRC,SYK,TAB1,TAB2,TAB3,TRAF6,UBA3,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2M,UBE2N,UBE2V1,env
9832991	Formation of the posterior neural plate	FGF8,GBX2,OTX2,POU3F1,SOX1,SOX2,TBX6,WNT3A,ZEB2,ZNF521
6784531	tRNA processing in the nucleus	AAAS,C2orf49,CLP1,CPSF1,CPSF4,CSTF2,DDX1,ELAC2,FAM98B,NDC1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,POM121,POM121C,POP1,POP4,POP5,POP7,RAE1,RAN,RANBP2,RPP14,RPP21,RPP25,RPP30,RPP38,RPP40,RTCB,RTRAF,SEC13,SEH1L,TPR,TRNT1,TSEN15,TSEN2,TSEN34,TSEN54,XPOT,ZBTB8OS
5205647	Mitophagy	ATG12,ATG5,ATG9A,CSNK2A1,CSNK2A2,CSNK2B,FUNDC1,MAP1LC3A,MAP1LC3B,MFN1,MFN2,MTERF3,OPTN,PARK2,PGAM5,PINK1,RPS27A,SQSTM1,SRC,TBK1,TOMM20,TOMM22,TOMM40,TOMM5,TOMM6,TOMM7,TOMM70,UBA52,UBB,UBC,UBE2D2,UBE2D3,UBE2L3,UBE2N,UBE2V1,ULK1,VDAC1,VDAC2,VDAC3
1227986	Signaling by ERBB2	AKT1,AKT2,AKT3,BTC,CDC37,CUL5,DIAPH1,EGF,EGFR,ERBB2,ERBB3,ERBB4,ERBIN,EREG,FYN,GAB1,GRB2,GRB7,HBEGF,HRAS,HSP90AA1,KRAS,MATK,MEMO1,NRAS,NRG1,NRG2,NRG3,NRG4,PIK3CA,PIK3R1,PLCG1,PRKCA,PRKCD,PRKCE,PTK6,PTPN12,PTPN18,RHOA,RNF41,RPS27A,SHC1,SOS1,SRC,STUB1,UBA52,UBB,UBC,USP8,YES1
201451	Signaling by BMP	ACVR2A,ACVR2B,ACVRL1,AMH,AMHR2,BMP10,BMP2,BMPR1A,BMPR1B,BMPR2,CER1,CHRDL1,FSTL1,GDF2,GREM2,INHA,INHBA,NOG,SKI,SMAD1,SMAD4,SMAD5,SMAD6,SMAD7,SMAD9,SMURF1,SMURF2,TGFBR3,UBE2D1,UBE2D3,ZFYVE16
8985947	Interleukin-9 signaling	IL2RG,IL9,IL9R,JAK1,JAK3,STAT1,STAT3,STAT5A,STAT5B
381183	ATF6 (ATF6-alpha) activates chaperone genes	ATF4,ATF6,CALR,DDIT3,HSP90B1,HSPA5,NFYA,NFYB,NFYC,XBP1
9841251	Mitochondrial unfolded protein response (UPRmt)	AKT1,ATF5,CAT,DEFA5,DNAJA1,ESR1,FOXO3,HSF1,HSPA1A,HSPA1B,HSPA9,HSPD1,HSPE1,HTRA2,LONP1,NRF1,SIRT3,SOD2
170834	Signaling by TGF-beta Receptor Complex	ARHGEF18,ATP1B4,BAMBI,CBL,CCNC,CCNK,CCNT1,CCNT2,CDK8,CDK9,CDKN2B,CGN,COL1A2,E2F4,E2F5,EP300,F11R,FKBP1A,FURIN,HDAC1,ITGA8,ITGAV,ITGB1,ITGB3,ITGB5,ITGB6,ITGB8,JUNB,LTBP1,LTBP2,LTBP3,LTBP4,MAPK1,MAPK3,MEN1,MTMR4,MYC,NCOR1,NCOR2,NEDD4L,NEDD8,PARD3,PARD6A,PARP1,PMEPA1,PPM1A,PPP1CA,PPP1CB,PPP1CC,PPP1R15A,PRKCZ,RBL1,RHOA,RNF111,RPS27A,SERPINE1,SKI,SKIL,SMAD2,SMAD3,SMAD4,SMAD7,SMURF1,SMURF2,SNW1,SP1,STAT1,STRAP,STUB1,TFDP1,TFDP2,TGFB1,TGFB2,TGFB3,TGFBR1,TGFBR2,TGFBR3,TGIF1,TGIF2,TRIM33,UBA52,UBB,UBC,UBE2D1,UBE2D3,UBE2M,UCHL5,USP25,USP9X,WWTR1,XPO1,YBX1,ZFYVE9
8854214	TBC/RABGAPs	ARF6,GABARAP,GABARAPL2,GGA1,GGA2,GGA3,MAP1LC3B,OPTN,POLG,RAB11A,RAB11B,RAB33A,RAB33B,RAB35,RAB4A,RAB5A,RAB5B,RAB5C,RAB6A,RAB6B,RAB7A,RAB7B,RAB8A,RAB8B,RABEP1,RABGAP1,RABGEF1,SYTL1,TBC1D10A,TBC1D10B,TBC1D10C,TBC1D13,TBC1D14,TBC1D15,TBC1D16,TBC1D17,TBC1D2,TBC1D20,TBC1D24,TBC1D25,TBC1D3,TBC1D7,TSC1,TSC2,ULK1
8935690	Digestion	ALPI,AMY1A,AMY2A,AMY2B,CEL,CHIA,CHIT1,CLPS,GUCA2A,GUCA2B,GUCY2C,LCT,LIPF,MGAM,PIR,PNLIP,PNLIPRP1,PNLIPRP2,PNLIPRP3,SI,TREH
